1882.458,-0.89,-0.89,-0.89,-0.9
1882.542,-0.82,-0.7,-0.76,-0.84
1882.625,-0.52,0,-0.26,-0.56
1882.708,-0.71,0.28,-0.21,-0.72
1882.792,-1.01,0.11,-0.45,-1.01
1882.875,-1.53,-0.06,-0.79,-1.48
1882.958,-1.47,-0.48,-0.97,-1.43
1883.042,-1.77,-0.38,-1.08,-1.73
1883.125,-1.55,-0.55,-1.05,-1.52
1883.208,-1.78,-0.45,-1.11,-1.74
1883.292,-1.12,-0.65,-0.88,-1.11
1883.375,-0.92,-0.71,-0.81,-0.93
1883.458,-0.41,0.25,-0.08,-0.46
1883.542,-0.58,-0.48,-0.53,-0.63
1883.625,-0.81,-0.57,-0.69,-0.84
1883.708,-0.8,-0.93,-0.87,-0.83
1883.792,-0.94,-0.71,-0.82,-0.95
1883.875,-0.94,-0.73,-0.84,-0.94
1883.958,-0.61,-0.63,-0.62,-0.63
1884.042,-0.83,-0.97,-0.9,-0.84
1884.125,-0.77,-0.64,-0.71,-0.78
1884.208,-1.4,-0.51,-0.96,-1.38
1884.292,-1.73,-0.75,-1.24,-1.68
1884.375,-1.21,-1.41,-1.31,-1.17
1884.458,-1.19,-0.79,-0.99,-1.17
1884.542,-0.93,-1,-0.96,-0.94
1884.625,-1.15,0.58,-0.28,-1.13
1884.708,-0.9,-0.35,-0.63,-0.89
1884.792,-0.81,-0.72,-0.76,-0.8
1884.875,-1.7,-0.61,-1.16,-1.65
1884.958,-0.99,-0.98,-0.99,-1
1885.042,-1.95,-0.86,-1.4,-1.9
1885.125,-1.15,-0.93,-1.04,-1.15
1885.208,-1.17,-1.33,-1.25,-1.17
1885.292,-1.11,-1.24,-1.18,-1.1
1885.375,-1.41,-0.75,-1.08,-1.38
1885.458,-0.98,-0.97,-0.97,-0.98
1885.542,-0.56,-0.87,-0.71,-0.6
1885.625,-1.19,-0.35,-0.77,-1.19
1885.708,-1.01,-0.03,-0.52,-1.01
1885.792,-1.33,0.06,-0.63,-1.32
1885.875,-1.12,-0.13,-0.62,-1.11
1885.958,-0.41,-0.05,-0.23,-0.45
1886.042,-1.77,-0.04,-0.91,-1.72
1886.125,-1.78,-0.54,-1.16,-1.73
1886.208,-1.65,-0.36,-1,-1.62
1886.292,-0.73,-0.28,-0.5,-0.73
1886.375,-0.6,-0.84,-0.72,-0.62
1886.458,-0.91,-0.92,-0.92,-0.92
1886.542,-0.54,-0.75,-0.64,-0.58
1886.625,-0.59,-0.78,-0.68,-0.62
1886.708,-0.58,-0.42,-0.5,-0.61
1886.792,-0.75,-1.3,-1.02,-0.77
1886.875,-1.09,-0.33,-0.71,-1.09
1886.958,-0.58,-0.73,-0.66,-0.62
1887.042,-1.47,-0.12,-0.79,-1.43
1887.125,-1.19,-1.03,-1.11,-1.18
1887.208,-0.98,-0.62,-0.8,-0.99
1887.292,-1.06,-0.76,-0.91,-1.05
1887.375,-0.36,-1.56,-0.96,-0.39
1887.458,-0.67,-0.85,-0.76,-0.68
1887.542,-0.46,-0.89,-0.67,-0.49
1887.625,-1.02,-0.41,-0.71,-1.01
1887.708,-0.57,-1.01,-0.79,-0.6
1887.792,-1.5,-0.78,-1.14,-1.47
1887.875,-0.91,-1.18,-1.04,-0.91
1887.958,-1.09,-0.69,-0.89,-1.09
1888.042,-1.9,-0.7,-1.3,-1.85
1888.125,-1.61,-0.9,-1.25,-1.57
1888.208,-2.11,-1.28,-1.69,-2.05
1888.292,-0.64,-0.55,-0.6,-0.67
1888.375,-0.98,-1.22,-1.1,-0.98
1888.458,-0.76,-0.55,-0.66,-0.77
1888.542,-0.75,-0.66,-0.7,-0.77
1888.625,-0.91,-0.54,-0.73,-0.92
1888.708,-0.73,-0.22,-0.47,-0.75
1888.792,-0.92,-0.4,-0.66,-0.94
1888.875,-1.19,-0.04,-0.61,-1.17
1888.958,-0.9,0.06,-0.42,-0.89
1889.042,-1.22,-0.15,-0.68,-1.18
1889.125,-1.15,-0.13,-0.64,-1.15
1889.208,-0.99,0.02,-0.49,-0.98
1889.292,-0.37,-0.32,-0.34,-0.4
1889.375,-0.29,-0.2,-0.24,-0.34
1889.458,-0.43,-0.68,-0.56,-0.48
1889.542,-0.6,-0.79,-0.69,-0.64
1889.625,-0.66,-1.08,-0.87,-0.69
1889.708,-1.08,-0.81,-0.94,-1.08
1889.792,-0.92,-0.36,-0.64,-0.93
1889.875,-1.43,-0.48,-0.96,-1.4
1889.958,-0.3,-0.06,-0.18,-0.31
1890.042,-0.23,-0.7,-0.46,-0.26
1890.125,-0.69,-0.98,-0.83,-0.7
1890.208,-0.95,-0.76,-0.85,-0.96
1890.292,-0.47,-0.73,-0.6,-0.51
1890.375,-0.87,-1.16,-1.01,-0.88
1890.458,-0.68,-0.51,-0.6,-0.69
1890.542,-0.72,-1.22,-0.97,-0.74
1890.625,-0.74,-1.13,-0.94,-0.77
1890.708,-0.74,-0.64,-0.69,-0.77
1890.792,-1,-0.94,-0.97,-1.01
1890.875,-1.21,-1.02,-1.11,-1.19
1890.958,-1.12,-0.87,-1,-1.1
1891.042,-1.36,-1.35,-1.35,-1.32
1891.125,-1.43,-1.24,-1.33,-1.4
1891.208,-1.41,-0.77,-1.09,-1.39
1891.292,-1.18,-0.99,-1.08,-1.15
1891.375,-0.96,-0.58,-0.77,-0.96
1891.458,-0.85,-0.75,-0.8,-0.86
1891.542,-0.77,-1.14,-0.95,-0.8
1891.625,-0.83,-1.14,-0.98,-0.84
1891.708,-0.4,-0.97,-0.68,-0.44
1891.792,-0.96,-0.84,-0.9,-0.96
1891.875,-1.67,-0.53,-1.1,-1.64
1891.958,0.07,-0.75,-0.34,0.02
1892.042,-1.34,-0.7,-1.02,-1.32
1892.125,-0.49,-0.29,-0.39,-0.5
1892.208,-1.69,-0.22,-0.95,-1.66
1892.292,-1.22,-1.17,-1.2,-1.21
1892.375,-1.02,-1.39,-1.2,-1.03
1892.458,-0.57,-1.13,-0.85,-0.61
1892.542,-0.77,-0.97,-0.87,-0.8
1892.625,-0.71,-0.67,-0.69,-0.73
1892.708,-0.43,-1.19,-0.81,-0.46
1892.792,-0.77,-1.06,-0.91,-0.79
1892.875,-1.49,-0.59,-1.04,-1.46
1892.958,-1.98,-1.19,-1.59,-1.92
1893.042,-3.22,-1.09,-2.16,-3.1
1893.125,-2.29,-1.17,-1.73,-2.22
1893.208,-1.13,-0.85,-0.99,-1.12
1893.292,-0.99,-1.16,-1.07,-0.99
1893.375,-1.23,-0.99,-1.11,-1.22
1893.458,-0.67,-1.35,-1.01,-0.69
1893.542,-0.53,-0.61,-0.57,-0.57
1893.625,-0.69,-0.9,-0.79,-0.72
1893.708,-0.74,-1.11,-0.92,-0.76
1893.792,-0.63,-0.74,-0.68,-0.66
1893.875,-1.04,-0.74,-0.89,-1.05
1893.958,-0.73,-0.73,-0.73,-0.73
1894.042,-1.09,-0.65,-0.87,-1.07
1894.125,-0.77,-1.09,-0.93,-0.78
